#Run  | omt       2  | omn       2  | omn       1  | kymin     1  /Eigenvalue1            
0001  | 5.519910e+01 | 2.696353e+01 | 2.696353e+01 | 2.256554e-01 |  5.9860  5.6450
0002  | 5.462636e+01 | 5.980391e+01 | 5.980391e+01 | 2.396611e-01 |  6.5780  9.8900
0003  | 1.579798e+01 | 3.740543e+01 | 3.740543e+01 | 7.830158e-01 |     NaN     NaN
0004  | 2.739650e+01 | 2.206407e+01 | 2.206407e+01 | 6.960737e-01 |     NaN     NaN
0005  | 1.341589e+01 | 2.217006e+01 | 2.217006e+01 | 4.988143e-01 |     NaN     NaN
0006  | 4.416207e+01 | 4.837574e+01 | 4.837574e+01 | 9.194815e-01 |     NaN     NaN
0007  | 2.547650e+01 | 4.364811e+01 | 4.364811e+01 | 7.398978e-01 |     NaN     NaN
0008  | 6.125873e+01 | 4.739790e+01 | 4.739790e+01 | 1.155028e-01 | 10.3630  3.6860
0009  | 1.260925e+01 | 1.371480e+01 | 1.371480e+01 | 5.807997e-01 |     NaN     NaN
0010  | 5.745664e+01 | 5.724500e+01 | 5.724500e+01 | 8.777135e-01 |     NaN     NaN
0011  | 3.322105e+01 | 3.036397e+01 | 3.036397e+01 | 4.753770e-01 |     NaN     NaN
0012  | 2.411576e+01 | 4.530129e+01 | 4.530129e+01 | 8.767922e-01 |     NaN     NaN
0013  | 5.549021e+01 | 5.928355e+01 | 5.928355e+01 | 7.310573e-01 |     NaN     NaN
0014  | 3.751825e+01 | 3.170035e+01 | 3.170035e+01 | 1.084943e-01 |  7.2550  3.0090
0015  | 4.573968e+01 | 2.358303e+01 | 2.358303e+01 | 3.602852e-01 |  0.8750 -3.5340
0016  | 4.802055e+01 | 1.469065e+01 | 1.469065e+01 | 2.745943e-01 |  3.3390  5.1680
0017  | 2.012837e+01 | 7.849867e+00 | 7.849867e+00 | 8.550384e-01 |     NaN     NaN
0018  | 4.892472e+01 | 4.055264e+01 | 4.055264e+01 | 6.014314e-01 |  0.5010 -2.3180
0019  | 4.554265e+01 | 2.060790e+01 | 2.060790e+01 | 4.963077e-01 |  1.6820 -3.0910
0020  | 3.736525e+01 | 4.721132e+01 | 4.721132e+01 | 1.165265e-01 |  8.7540  4.1280
0021  | 3.911066e+01 | 5.414647e+01 | 5.414647e+01 | 9.939885e-01 |     NaN     NaN
0022  | 5.999200e+01 | 4.067283e+01 | 4.067283e+01 | 7.219688e-01 |  3.7170 -4.8720
0023  | 4.267480e+01 | 5.869377e+01 | 5.869377e+01 | 7.333767e-02 | 10.9300  2.7430
0024  | 5.901144e+01 | 5.794206e+00 | 5.794206e+00 | 8.938365e-01 |  8.5330 -12.2920
0025  | 3.974382e+01 | 1.431666e+01 | 1.431666e+01 | 8.129969e-01 |  4.0370 -5.4570
0026  | 1.792157e+01 | 4.160499e+01 | 4.160499e+01 | 7.461624e-01 |     NaN     NaN
0027  | 3.826022e+01 | 1.787530e+01 | 1.787530e+01 | 5.462129e-02 |  6.0280  0.9530
0028  | 1.202578e+01 | 5.747330e+00 | 5.747330e+00 | 4.943952e-01 |     NaN     NaN
0029  | 4.974594e+01 | 7.986051e+00 | 7.986051e+00 | 5.115733e-01 |  3.3900 -5.6290
0030  | 1.593563e+01 | 5.863889e+01 | 5.863889e+01 | 2.472077e-01 |     NaN     NaN
0031  | 6.580489e+01 | 7.393321e+00 | 7.393321e+00 | 5.693606e-01 |  5.5710 -7.0460
0032  | 3.108233e+01 | 5.925028e+01 | 5.925028e+01 | 7.645220e-01 |     NaN     NaN
0033  | 1.757430e+01 | 5.920651e+01 | 5.920651e+01 | 6.136324e-01 |     NaN     NaN
0034  | 3.348461e+01 | 1.881265e+01 | 1.881265e+01 | 1.889593e-01 |  4.2000  4.1550
0035  | 3.536387e+01 | 3.986231e+01 | 3.986231e+01 | 1.492029e-01 |  7.2350  4.8250
0036  | 4.497756e+01 | 4.149504e+01 | 4.149504e+01 | 6.089035e-01 |     NaN     NaN
0037  | 2.284826e+01 | 1.123047e+01 | 1.123047e+01 | 8.064473e-01 |  0.8550 -4.1890
0038  | 1.126862e+01 | 5.510436e+00 | 5.510436e+00 | 9.291711e-01 |     NaN     NaN
0039  | 2.785627e+01 | 2.311758e+01 | 2.311758e+01 | 6.788002e-01 |     NaN     NaN
0040  | 2.562431e+01 | 2.878755e+01 | 2.878755e+01 | 3.318434e-01 |     NaN     NaN
0041  | 2.374610e+01 | 5.406068e+01 | 5.406068e+01 | 6.424479e-01 |     NaN     NaN
0042  | 6.701833e+01 | 1.508196e+01 | 1.508196e+01 | 8.689327e-01 |  9.3490 -8.3260
0043  | 3.885829e+01 | 3.657745e+01 | 3.657745e+01 | 8.597079e-01 |  0.2020 -4.1170
0044  | 3.981975e+01 | 4.990760e+01 | 4.990760e+01 | 5.833650e-01 |     NaN     NaN
0045  | 2.468875e+01 | 5.577094e+01 | 5.577094e+01 | 6.727057e-01 |     NaN     NaN
0046  | 3.866458e+01 | 3.800320e+01 | 3.800320e+01 | 3.259782e-01 |     NaN     NaN
0047  | 2.087257e+01 | 3.195408e+01 | 3.195408e+01 | 3.211587e-01 |     NaN     NaN
0048  | 1.775683e+01 | 3.337493e+01 | 3.337493e+01 | 2.702792e-01 |     NaN     NaN
0049  | 2.521766e+01 | 5.689718e+01 | 5.689718e+01 | 8.698444e-01 |     NaN     NaN
0050  | 1.214795e+01 | 4.412941e+01 | 4.412941e+01 | 8.143216e-01 |     NaN     NaN
0051  | 6.684713e+01 | 3.722484e+01 | 3.722484e+01 | 4.686406e-01 |  2.9210 -3.1810
0052  | 1.240587e+01 | 1.557341e+01 | 1.557341e+01 | 4.134613e-01 |     NaN     NaN
0053  | 3.599834e+01 | 5.632729e+01 | 5.632729e+01 | 8.033969e-01 |     NaN     NaN
0054  | 5.667221e+01 | 3.618938e+01 | 3.618938e+01 | 9.957267e-01 |  4.1460 -0.4750
0055  | 2.386711e+01 | 9.380135e+00 | 9.380135e+00 | 2.039578e-01 |  1.5670  3.2750
0056  | 3.845512e+01 | 4.412426e+01 | 4.412426e+01 | 9.561376e-02 |  8.8370  3.1750
0057  | 5.733337e+01 | 1.043039e+01 | 1.043039e+01 | 7.081411e-01 |  6.1010 -7.3930
0058  | 6.689578e+01 | 7.142116e+00 | 7.142116e+00 | 4.986433e-01 |  4.8630 -6.4580
0059  | 5.816844e+01 | 2.285130e+01 | 2.285130e+01 | 8.205697e-01 |  6.4790 -3.8590
0060  | 3.949650e+01 | 3.331767e+01 | 3.331767e+01 | 4.122488e-01 |     NaN     NaN
0061  | 3.338139e+01 | 3.124256e+01 | 3.124256e+01 | 6.308308e-01 |     NaN     NaN
0062  | 2.098112e+01 | 3.379494e+01 | 3.379494e+01 | 6.506849e-01 |     NaN     NaN
0063  | 1.007936e+01 | 5.512269e+01 | 5.512269e+01 | 8.070454e-01 |     NaN     NaN
0064  | 1.672903e+01 | 5.409960e+01 | 5.409960e+01 | 8.940765e-02 |  8.5070  3.8280
0065  | 1.570651e+01 | 3.429493e+01 | 3.429493e+01 | 5.816215e-01 |     NaN     NaN
0066  | 6.295411e+01 | 3.052697e+01 | 3.052697e+01 | 4.305064e-01 |  2.6390 -3.8100
0067  | 4.844003e+01 | 3.161674e+01 | 3.161674e+01 | 2.759972e-01 |  3.4450  7.5720
0068  | 6.346087e+01 | 5.307278e+01 | 5.307278e+01 | 1.446105e-01 | 10.5020  5.2050
0069  | 4.779654e+01 | 3.935264e+01 | 3.935264e+01 | 8.717926e-01 |  1.9160 -5.0300
0070  | 5.686155e+01 | 2.232256e+01 | 2.232256e+01 | 3.012430e-01 |  3.5670  6.7530
0071  | 3.077307e+01 | 1.081554e+01 | 1.081554e+01 | 4.874715e-01 |  0.7720 -4.1920
0072  | 3.684469e+01 | 2.113926e+01 | 2.113926e+01 | 8.676044e-01 |  2.9830 -2.8340
0073  | 1.827368e+01 | 1.559184e+01 | 1.559184e+01 | 4.558894e-01 |     NaN     NaN
0074  | 1.135283e+01 | 3.044349e+01 | 3.044349e+01 | 2.623239e-01 |     NaN     NaN
0075  | 5.113657e+01 | 1.639986e+01 | 1.639986e+01 | 2.041286e-01 |  5.3170  4.0660
0076  | 2.640158e+01 | 5.461357e+01 | 5.461357e+01 | 2.202201e-01 |  4.4150  8.7930
0077  | 5.929530e+01 | 3.852807e+01 | 3.852807e+01 | 3.613786e-01 |     NaN     NaN
0078  | 1.958852e+01 | 2.009047e+01 | 2.009047e+01 | 2.482165e-01 |     NaN     NaN
0079  | 4.151961e+01 | 2.039762e+01 | 2.039762e+01 | 4.698827e-01 |     NaN     NaN
0080  | 6.331538e+01 | 3.981332e+01 | 3.981332e+01 | 8.880613e-01 |  5.0100 -7.7320
0081  | 3.061405e+01 | 1.281526e+01 | 1.281526e+01 | 7.548203e-01 |  2.1770 -4.4170
0082  | 3.783305e+01 | 2.506584e+01 | 2.506584e+01 | 1.734877e-01 |  5.5270  4.3230
0083  | 5.679721e+01 | 5.497269e+01 | 5.497269e+01 | 5.919200e-01 |     NaN     NaN
0084  | 2.694883e+01 | 3.566639e+01 | 3.566639e+01 | 7.008098e-01 |     NaN     NaN
0085  | 1.114056e+01 | 1.217762e+01 | 1.217762e+01 | 8.451388e-01 |     NaN     NaN
0086  | 4.128663e+01 | 1.443596e+01 | 1.443596e+01 | 9.773082e-01 |  5.5580 -7.3730
0087  | 3.082937e+01 | 2.838543e+01 | 2.838543e+01 | 1.279976e-01 |  6.1140  3.4770
0088  | 1.826547e+01 | 5.139315e+01 | 5.139315e+01 | 5.517270e-01 |     NaN     NaN
0089  | 3.325194e+01 | 3.141812e+01 | 3.141812e+01 | 8.655321e-01 |     NaN     NaN
0090  | 1.926729e+01 | 3.652426e+01 | 3.652426e+01 | 2.892359e-01 |     NaN     NaN
0091  | 2.014465e+01 | 3.978856e+01 | 3.978856e+01 | 8.292880e-01 |     NaN     NaN
0092  | 2.047985e+01 | 4.581339e+01 | 4.581339e+01 | 5.336424e-01 |     NaN     NaN
0093  | 4.970571e+01 | 1.714994e+01 | 1.714994e+01 | 9.985920e-01 |  7.3530 -7.2970
0094  | 2.747839e+01 | 4.774814e+01 | 4.774814e+01 | 5.794045e-01 |     NaN     NaN
0095  | 6.790211e+01 | 2.804558e+01 | 2.804558e+01 | 6.106489e-01 |  5.2610 -7.9320
0096  | 5.426684e+01 | 4.853871e+01 | 4.853871e+01 | 8.110402e-01 |  1.4740 -2.6950
0097  | 1.696979e+01 | 5.728637e+01 | 5.728637e+01 | 3.538947e-01 |     NaN     NaN
0098  | 4.516132e+01 | 1.078960e+01 | 1.078960e+01 | 3.571792e-01 |  1.3560 -5.3490
0099  | 2.399115e+01 | 4.166155e+01 | 4.166155e+01 | 7.908735e-01 |     NaN     NaN
0100  | 3.434866e+01 | 1.956223e+01 | 1.956223e+01 | 8.117560e-01 |  2.4400 -2.8640
0101  | 6.436965e+01 | 4.062552e+01 | 4.062552e+01 | 1.002615e-01 | 10.0680  2.6710
0102  | 6.509421e+01 | 2.672585e+01 | 2.672585e+01 | 6.645205e-01 |     NaN     NaN
0103  | 2.566450e+01 | 2.807042e+01 | 2.807042e+01 | 9.275275e-01 |     NaN     NaN
0104  | 4.382860e+01 | 4.441556e+01 | 4.441556e+01 | 5.808096e-01 |     NaN     NaN
0105  | 2.617586e+01 | 5.178069e+01 | 5.178069e+01 | 6.760865e-01 |     NaN     NaN
0106  | 4.577327e+01 | 1.282006e+01 | 1.282006e+01 | 1.946453e-01 |  4.6690  3.5790
0107  | 5.326634e+01 | 4.855559e+01 | 4.855559e+01 | 9.247692e-01 |  1.7380 -3.4510
0108  | 6.067545e+01 | 3.376598e+01 | 3.376598e+01 | 6.315828e-01 |  3.9630 -5.8660
0109  | 1.358378e+01 | 2.720119e+01 | 2.720119e+01 | 1.892171e-01 |  2.6440  5.1060
0110  | 3.851265e+01 | 5.545999e+01 | 5.545999e+01 | 8.399074e-01 |     NaN     NaN
0111  | 4.688220e+01 | 3.213335e+01 | 3.213335e+01 | 4.010661e-01 |  0.6790 -2.3730
0112  | 2.765010e+01 | 4.404606e+01 | 4.404606e+01 | 6.888619e-01 |     NaN     NaN
0113  | 1.926322e+01 | 4.214838e+01 | 4.214838e+01 | 8.662288e-01 |     NaN     NaN
0114  | 2.369848e+01 | 5.296935e+00 | 5.296935e+00 | 4.183107e-01 |     NaN     NaN
0115  | 3.740038e+01 | 1.662592e+01 | 1.662592e+01 | 7.330322e-01 |  2.9850 -3.7330
0116  | 4.978336e+01 | 4.353565e+01 | 4.353565e+01 | 4.422033e-01 |     NaN     NaN
0117  | 4.832841e+01 | 1.832825e+01 | 1.832825e+01 | 3.736129e-01 |  1.4980 -4.4870
0118  | 6.086259e+01 | 4.628954e+01 | 4.628954e+01 | 3.972397e-01 |     NaN     NaN
0119  | 1.950666e+01 | 2.770273e+01 | 2.770273e+01 | 2.864210e-01 |     NaN     NaN
0120  | 2.814075e+01 | 5.358782e+00 | 5.358782e+00 | 7.958895e-01 |  1.2530 -7.2450
0121  | 1.897752e+01 | 4.851555e+01 | 4.851555e+01 | 6.584461e-02 |  8.3710  2.7200
0122  | 1.154864e+01 | 2.147501e+01 | 2.147501e+01 | 1.846317e-01 |  1.7850  4.3940
0123  | 5.452696e+01 | 1.811751e+01 | 1.811751e+01 | 6.056021e-02 |  7.1400  0.6480
0124  | 2.376117e+01 | 3.593971e+01 | 3.593971e+01 | 1.741972e-01 |  5.2280  5.4310
0125  | 3.820490e+01 | 3.738151e+01 | 3.738151e+01 | 3.153591e-01 |     NaN     NaN
0126  | 4.281833e+01 | 1.198086e+01 | 1.198086e+01 | 3.394740e-01 |  1.0120 -5.1230
0127  | 5.506435e+01 | 3.932855e+01 | 3.932855e+01 | 4.447029e-01 |  1.1030 -1.8150
0128  | 1.066865e+01 | 4.437451e+01 | 4.437451e+01 | 5.003754e-01 |     NaN     NaN
0129  | 3.730293e+01 | 1.166088e+01 | 1.166088e+01 | 8.324512e-01 |  3.7800 -6.5130
0130  | 4.646802e+01 | 4.621539e+01 | 4.621539e+01 | 5.020916e-01 |     NaN     NaN
0131  | 5.825791e+01 | 1.851568e+01 | 1.851568e+01 | 5.749669e-01 |  4.3290 -3.8240
0132  | 6.928850e+01 | 4.608863e+01 | 4.608863e+01 | 7.158672e-01 |  4.6180 -4.2250
0133  | 3.967567e+01 | 6.678751e+00 | 6.678751e+00 | 3.263016e-01 |     NaN     NaN
0134  | 6.352025e+01 | 2.045904e+01 | 2.045904e+01 | 5.272393e-01 |     NaN     NaN
0135  | 4.204942e+01 | 5.537469e+01 | 5.537469e+01 | 7.895815e-01 |     NaN     NaN
0136  | 6.467605e+01 | 2.617981e+01 | 2.617981e+01 | 3.359688e-01 |  2.6390  8.0510
0137  | 4.384930e+01 | 5.801472e+01 | 5.801472e+01 | 2.146308e-01 |  6.9020  8.7640
0138  | 4.645638e+01 | 5.305555e+01 | 5.305555e+01 | 9.044004e-01 |     NaN     NaN
0139  | 2.733396e+01 | 5.143364e+01 | 5.143364e+01 | 5.821100e-01 |     NaN     NaN
0140  | 2.975097e+01 | 5.044576e+01 | 5.044576e+01 | 5.742350e-01 |     NaN     NaN
0141  | 2.169555e+01 | 4.424087e+01 | 4.424087e+01 | 3.293002e-01 |     NaN     NaN
0142  | 1.807258e+01 | 4.100895e+01 | 4.100895e+01 | 2.210403e-01 |  2.4190  7.3840
0143  | 2.406109e+01 | 1.682938e+01 | 1.682938e+01 | 4.371746e-01 |     NaN     NaN
0144  | 4.493800e+01 | 3.504280e+01 | 3.504280e+01 | 2.947821e-01 |     NaN     NaN
0145  | 4.552344e+01 | 4.280700e+01 | 4.280700e+01 | 9.924579e-02 |  9.1150  3.1080
0146  | 1.988468e+01 | 4.044456e+01 | 4.044456e+01 | 2.333051e-01 |  1.2950  7.6340
0147  | 4.999483e+01 | 2.704465e+01 | 2.704465e+01 | 8.207497e-01 |     NaN     NaN
0148  | 6.362597e+01 | 3.307266e+01 | 3.307266e+01 | 5.698463e-01 |  3.9210 -5.4730
0149  | 1.709600e+01 | 3.934830e+01 | 3.934830e+01 | 4.515994e-01 |     NaN     NaN
0150  | 3.381955e+01 | 2.656081e+01 | 2.656081e+01 | 6.748897e-01 |     NaN     NaN
0151  | 2.087563e+01 | 7.834549e+00 | 7.834549e+00 | 1.871634e-01 |  1.3360  2.7820
0152  | 4.730546e+01 | 3.930831e+01 | 3.930831e+01 | 6.353909e-01 |  0.6370 -2.8140
0153  | 1.567114e+01 | 2.719042e+01 | 2.719042e+01 | 1.942717e-01 |  2.7220  5.2140
0154  | 4.643443e+01 | 4.003590e+01 | 4.003590e+01 | 7.817309e-01 |  1.2470 -3.8140
0155  | 5.157732e+01 | 2.160034e+01 | 2.160034e+01 | 8.537348e-01 |  5.8210 -4.0560
0156  | 3.833891e+01 | 2.148437e+01 | 2.148437e+01 | 8.734110e-01 |  3.2810 -2.8970
0157  | 2.105365e+01 | 5.233013e+00 | 5.233013e+00 | 5.481648e-01 |     NaN     NaN
0158  | 3.468199e+01 | 1.763733e+01 | 1.763733e+01 | 1.678457e-01 |  4.5990  3.6020
0159  | 4.264308e+01 | 1.626620e+01 | 1.626620e+01 | 8.019879e-01 |  4.3630 -4.8860
0160  | 2.836468e+01 | 1.875829e+01 | 1.875829e+01 | 7.893363e-01 |  1.2330 -2.4330
0161  | 6.003193e+01 | 5.469134e+01 | 5.469134e+01 | 1.513568e-01 | 10.2560  5.6540
0162  | 6.670409e+01 | 1.210944e+01 | 1.210944e+01 | 1.447353e-01 |  6.7680  2.2960
0163  | 4.540531e+01 | 5.472644e+00 | 5.472644e+00 | 6.620390e-02 |  4.7470  0.7270
0164  | 4.583186e+01 | 2.032817e+01 | 2.032817e+01 | 2.962982e-01 |  2.0770  6.3440
0165  | 2.694054e+01 | 4.240442e+01 | 4.240442e+01 | 8.736161e-01 |     NaN     NaN
0166  | 2.530860e+01 | 3.340912e+01 | 3.340912e+01 | 3.205991e-01 |     NaN     NaN
0167  | 2.013805e+01 | 4.709254e+01 | 4.709254e+01 | 9.077826e-01 |     NaN     NaN
0168  | 1.870335e+01 | 5.553072e+01 | 5.553072e+01 | 3.077523e-01 |     NaN     NaN
0169  | 5.373438e+01 | 5.459793e+01 | 5.459793e+01 | 3.905387e-01 |     NaN     NaN
0170  | 3.425791e+01 | 3.901106e+01 | 3.901106e+01 | 8.549578e-01 |     NaN     NaN
0171  | 6.353581e+01 | 5.251337e+00 | 5.251337e+00 | 1.913329e-01 |  5.4120  2.6210
0172  | 5.207524e+01 | 5.997075e+01 | 5.997075e+01 | 3.438032e-01 |     NaN     NaN
0173  | 4.240366e+01 | 4.976218e+01 | 4.976218e+01 | 2.233322e-01 |  5.9550  8.2270
0174  | 3.050532e+01 | 3.579145e+01 | 3.579145e+01 | 2.833467e-01 |     NaN     NaN
0175  | 4.815726e+01 | 1.430914e+01 | 1.430914e+01 | 1.470214e-01 |  5.6340  2.7540
0176  | 1.980174e+01 | 2.573477e+01 | 2.573477e+01 | 7.725757e-01 |     NaN     NaN
0177  | 5.270728e+01 | 3.196514e+01 | 3.196514e+01 | 9.395125e-01 |     NaN     NaN
